orden;token;cat1;lema
73316;atraerme;v;atraer
73317;atraes;v;atraer
73318;atraigo;v;atraer
73319;atraje;v;atraer
73320;atrajeran;v;atraer
73321;atrajimos;v;atraer
73322;figurábamos;v;figurar
73323;figurara;v;figurar
73324;figuraran;v;figurar
73325;figurarte;v;figurar
73326;otorgamos;v;otorgar
73327;bailabas;v;bailar
73328;bailas;v;bailar
73329;bailase;v;bailar
73330;bailaste;v;bailar
73331;incrementamos;v;incrementar
73332;modificarlas;v;modificar
73333;modificase;v;modificar
73334;despedíamos;v;despedir
73335;despedirán;v;despedir
73336;despidiéndonos;v;despedir
73337;despidiese;v;despedir
73338;robábamos;v;robar
73339;robáis;v;robar
73340;robándola;v;robar
73341;robarán;v;robar
73342;robarla;v;robar
73343;robarlas;v;robar
73344;robarlo;v;robar
73345;robarte;v;robar
73346;experimentaría;v;experimentar
73347;experimentaríamos;v;experimentar
73348;experimentas;v;experimentar
73349;registrara;v;registrar
73350;registrarla;v;registrar
73351;registrarlas;v;registrar
73352;capitan;n;capitán
73353;inventaba;v;inventar
73354;inventarles;v;inventar
73355;inventarlos;v;inventar
73356;inventarnos;v;inventar
73357;inventas;v;inventar
73358;prometemos;v;prometer
73359;prometerse;v;prometer
73360;prometía;v;prometer
73361;mezclara;v;mezclar
73362;mezclaran;v;mezclar
73363;mezclarme;v;mezclar
73364;mezcle;v;mezclar
73365;gestión;n;gestión
73366;sumaran;v;sumar
73367;sumé;v;sumar
73368;desempeñándose;v;desempeñar
73369;desempeñarnos;v;desempeñar
73370;cultivándola;v;cultivar
73371;cultivándolo;v;cultivar
73372;cultivas;v;cultivar
73373;cultivase;v;cultivar
73374;cultiven;v;cultivar
73375;impulsándolo;v;impulsar
73376;impulsándolos;v;impulsar
73377;impulsaran;v;impulsar
73378;favorecerán;v;favorecer
73379;tensión;n;tensión
73380;manifestación;n;manifestación
73381;arrancarán;v;arrancar
73382;arrancaré;v;arrancar
73383;arrancaremos;v;arrancar
73384;arrancarnos;v;arrancar
73385;arrancarte;v;arrancar
73386;arrancas;v;arrancar
73387;arranquen;v;arrancar
73388;arreglándote;v;arreglar
73389;arreglaran;v;arreglar
73390;arreglarías;v;arreglar
73391;arreglarlos;v;arreglar
73392;arreglárselos;v;arreglar
73393;arreglaste;v;arreglar
73394;volabas;v;volar
73395;volarán;v;volar
73396;volaremos;v;volar
73397;volaría;v;volar
73398;volarían;v;volar
73399;volarlo;v;volar
73400;volarse;v;volar
73401;volase;v;volar
73402;vuelas;v;volar
73403;alcemos;v;alzar
73404;alzándolo;v;alzar
73405;alzaran;v;alzar
73406;descendería;v;descender
73407;descenderlo;v;descender
73408;esquina;n;esquina
73409;ampliarían;v;ampliar
73410;practicaba;v;practicar
73411;practicaba;v;practicar
73412;practicaría;v;practicar
73413;soñarse;v;soñar
73414;soñemos;v;soñar
73415;hundiéndola;v;hundir
73416;aclararé;v;aclarar
73417;aclares;v;aclarar
73418;interrumpes;v;interrumpir
73419;interrumpiéndola;v;interrumpir
73420;interrumpiéndose;v;interrumpir
73421;interrumpieran;v;interrumpir
73422;interrumpirlos;v;interrumpir
73423;derroto;v;derrotar
73424;invada;v;invadir
73425;invadimos;v;invadir
73426;invadirlo;v;invadir
73427;tardáramos;v;tardar
73428;tardaré;v;tardar
73429;tardaríamos;v;tardar
73430;tardarse;v;tardar
73431;tardaste;v;tardar
73432;cederlo;v;ceder
73433;cedes;v;ceder
73434;cedíamos;v;ceder
73435;cediéndolos;v;ceder
73436;cedimos;v;ceder
73437;apartándola;v;apartar
73438;apartarles;v;apartar
73439;sesión;n;sesión
73440;percibirlos;v;percibir
73441;gozábamos;v;gozar
73442;gozabas;v;gozar
73443;gozándose;v;gozar
73444;gozarán;v;gozar
73445;gozaríamos;v;gozar
73446;gozarla;v;gozar
73447;gozarlo;v;gozar
73448;gozás;v;gozar
73449;promoverán;v;promover
73450;promovería;v;promover
73451;promoviese;v;promover
73452;denunciará;v;denunciar
73453;denunciarán;v;denunciar
73454;denunciaste;v;denunciar
73455;denuncien;v;denunciar
73456;soportarlas;v;soportar
73457;soportas;v;soportar
73458;carecerán;v;carecer
73459;carecíamos;v;carecer
73460;conquistabas;v;conquistar
73461;perseguías;v;perseguir
73462;perseguiría;v;perseguir
73463;perseguirían;v;perseguir
73464;perseguirlas;v;perseguir
73465;perseguirnos;v;perseguir
73466;persiguiéndole;v;perseguir
73467;persiguiéndolo;v;perseguir
73468;persiguiera;v;perseguir
73469;persiguiesen;v;perseguir
73470;regalarlos;v;regalar
73471;regalármelo;v;regalar
73472;facilitarnos;v;facilitar
73473;facilité;v;facilitar
73474;encerrara;v;encerrar
73475;encerraría;v;encerrar
73476;encerrarían;v;encerrar
73477;encerrarlas;v;encerrar
73478;encerrarle;v;encerrar
73479;encerrarlos;v;encerrar
73480;encerrarte;v;encerrar
73481;reclamaran;v;reclamar
73482;reclamarles;v;reclamar
73483;reclamarlos;v;reclamar
73484;reclamármela;v;reclamar
73485;reclamarnos;v;reclamar
73486;expansión;n;expansión
73487;cargábamos;v;cargar
73488;cargarlas;v;cargar
73489;cargarnos;v;cargar
73490;cargaste;v;cargar
73491;cargues;v;cargar
73492;reloj;n;reloj
73493;molécula;n;molécula
73494;encendemos;v;encender
73495;encenderé;v;encender
73496;encenderme;v;encender
73497;encendiéndolo;v;encender
73498;encendiéramos;v;encender
73499;centraran;v;centrar
73500;centraremos;v;centrar
73501;centrarían;v;centrar
73502;centrarnos;v;centrar
73503;centren;v;centrar
73504;finalicen;v;finalizar
73505;finalizarían;v;finalizar
73506;quemad;v;quemar
73507;quemarán;v;quemar
73508;quemarla;v;quemar
73509;quemarles;v;quemar
73510;quemarnos;v;quemar
73511;quemás;v;quemar
73512;calificara;v;calificar
73513;calificás;v;calificar
73514;califiqué;v;calificar
73515;derivamos;v;derivar
73516;elaborara;v;elaborar
73517;elaboraremos;v;elaborar
73518;localicen;v;localizar
73519;localizáis;v;localizar
73520;localizarás;v;localizar
73521;abarcase;v;abarcar
73522;abarquen;v;abarcar
73523;inclinándolo;v;inclinar
73524;inclinaran;v;inclinar
73525;inclinarán;v;inclinar
73526;inclinarlo;v;inclinar
73527;inclinarnos;v;inclinar
73528;liberad;v;liberar
73529;liberamos;v;liberar
73530;liberé;v;liberar
73531;cuerda;n;cuerda
73532;calculaba;v;calcular
73533;calcularía;v;calcular
73534;calculas;v;calcular
73535;apreciaremos;v;apreciar
73536;apreciaría;v;apreciar
73537;apreciarían;v;apreciar
73538;caballera;n;caballero
73539;condenaran;v;condenar
73540;condenarían;v;condenar
73541;molestándome;v;molestar
73542;molestasen;v;molestar
73543;agriculturas;n;agricultura
73544;originaran;v;originar
73545;placer;n;placer
73546;confiará;v;confiar
73547;confiaría;v;confiar
73548;confié;v;confiar
73549;confíen;v;confiar
73550;saludándolo;v;saludar
73551;saludándonos;v;saludar
73552;saludaremos;v;saludar
73553;saludaría;v;saludar
73554;saludemos;v;saludar
73555;pelota;n;pelota
73556;atreverías;v;atrever
73557;atreviese;v;atrever
73558;revisaré;v;revisar
73559;revisaría;v;revisar
73560;revisemos;v;revisar
73561;concentrara;v;concentrar
73562;concentrase;v;concentrar
73563;concentren;v;concentrar
73564;concentres;v;concentrar
73565;transportándolo;v;transportar
73566;transportaran;v;transportar
73567;transportarán;v;transportar
73568;transportarlas;v;transportar
73569;transportarnos;v;transportar
73570;transporto;v;transportar
73571;judío;n;judío
73572;jornada;n;jornada
73573;resistas;v;resistir
73574;hilo;n;hilo
73575;alimentará;v;alimentar
73576;alimentarme;v;alimentar
73577;partida;n;partida
73578;ocultamos;v;ocultar
73579;ocultándolo;v;ocultar
73580;ocultarás;v;ocultar
73581;oculté;v;ocultar
73582;testigas;n;testigo
73583;confundí;v;confundir
73584;confundía;v;confundir
73585;confundiéndolas;v;confundir
73586;confundiéndolo;v;confundir
73587;confundieran;v;confundir
73588;confundirán;v;confundir
73589;confundirnos;v;confundir
73590;confundirte;v;confundir
73591;renunciarán;v;renunciar
73592;renunciarás;v;renunciar
73593;lavaba;v;lavar
73594;prolongamos;v;prolongar
73595;prolongas;v;prolongar
73596;prolongase;v;prolongar
73597;prolongué;v;prolongar
73598;sobrevives;v;sobrevivir
73599;sobrevivo;v;sobrevivir
73600;agarraba;v;agarrar
73601;agarrarnos;v;agarrar
73602;soltábamos;v;soltar
73603;soltándose;v;soltar
73604;soltarnos;v;soltar
73605;soltemos;v;soltar
73606;calláis;v;callar
73607;callaré;v;callar
73608;callarlos;v;callar
73609;callarte;v;callar
73610;callase;v;callar
73611;callemos;v;callar
73612;ignorándonos;v;ignorar
73613;ignoraré;v;ignorar
73614;ignorarlas;v;ignorar
73615;designamos;v;designar
73616;designen;v;designar
73617;comparase;v;comparar
73618;comparemos;v;comparar
73619;inspirarán;v;inspirar
73620;inspiras;v;inspirar
73621;inspire;v;inspirar
73622;regulamos;v;regular
73623;regularon;v;regular
73624;equivocarán;v;equivocar
73625;equivocarás;v;equivocar
73626;equivoquemos;v;equivocar
73627;equivoquen;v;equivocar
73628;tiro;n;tiro
73629;conviniera;v;convenir
73630;conviniese;v;convenir
73631;expulsaría;v;expulsar
73632;expulsé;v;expulsar
73633;arrojamos;v;arrojar
73634;arrojándoles;v;arrojar
73635;arrojara;v;arrojar
73636;arrojaré;v;arrojar
73637;arrojarles;v;arrojar
73638;arrojarnos;v;arrojar
73639;ejecutándose;v;ejecutar
73640;ejecutaría;v;ejecutar
73641;suspendemos;v;suspender
73642;suspendí;v;suspender
73643;suspendo;v;suspender
73644;tienda;n;tienda
73645;completemos;v;completar
73646;empujaba;v;empujar
73647;empujábamos;v;empujar
73648;empujándolas;v;empujar
73649;empujarás;v;empujar
73650;empujarme;v;empujar
73651;perdonábamos;v;perdonar
73652;perdonándolo;v;perdonar
73653;perdonarla;v;perdonar
73654;perdonárselo;v;perdonar
73655;perdonás;v;perdonar
73656;perdonase;v;perdonar
73657;detectaban;v;detectar
73658;vincularía;v;vincular
73659;pronunciaran;v;pronunciar
73660;pronunciaremos;v;pronunciar
73661;dama;n;dama
73662;fallecerán;v;fallecer
73663;fallecería;v;fallecer
73664;fallecieran;v;fallecer
73665;fallezcan;v;fallecer
73666;besaran;v;besar
73667;besaré;v;besar
73668;besaría;v;besar
73669;besen;v;besar
73670;extraerá;v;extraer
73671;extraía;v;extraer
73672;extrajera;v;extraer
73673;extrajeran;v;extraer
73674;conformara;v;conformar
73675;conformarlo;v;conformar
73676;conformarte;v;conformar
73677;conformás;v;conformar
73678;conformé;v;conformar
73679;traducimos;v;traducir
73680;procurábamos;v;procurar
73681;procuraran;v;procurar
73682;procurarle;v;procurar
73683;procurarnos;v;procurar
73684;procurase;v;procurar
73685;concentración;n;concentración
73686;abrazábamos;v;abrazar
73687;abrazándolos;v;abrazar
73688;abrazándonos;v;abrazar
73689;abrazará;v;abrazar
73690;abrazarlas;v;abrazar
73691;abrazarlos;v;abrazar
73692;abrazarnos;v;abrazar
73693;abrazarte;v;abrazar
73694;abrazas;v;abrazar
73695;abrazaste;v;abrazar
73696;reproducirán;v;reproducir
73697;reproducirlas;v;reproducir
73698;reproduje;v;reproducir
73699;reprodujeran;v;reproducir
73700;reprodujese;v;reproducir
73701;exterior;n;exterior
73702;descansábamos;v;descansar
73703;descansaran;v;descansar
73704;descansarás;v;descansar
73705;descansaremos;v;descansar
73706;dudaba;v;dudar
73707;dudaba;v;dudar
73708;dudábamos;v;dudar
73709;dudarán;v;dudar
73710;dudaré;v;dudar
73711;dudaríamos;v;dudar
73712;dudarían;v;dudar
73713;dudase;v;dudar
73714;dudaste;v;dudar
73715;dudemos;v;dudar
73716;adelantándome;v;adelantar
73717;adelantaran;v;adelantar
73718;adelantaremos;v;adelantar
73719;colgábamos;v;colgar
73720;colgándose;v;colgar
73721;colgaran;v;colgar
73722;colgaría;v;colgar
73723;colgarían;v;colgar
73724;colgarla;v;colgar
73725;colgarme;v;colgar
73726;colgase;v;colgar
73727;colgaste;v;colgar
73728;confesaban;v;confesar
73729;confesaré;v;confesar
73730;confesarles;v;confesar
73731;confesarnos;v;confesar
73732;confesárselo;v;confesar
73733;confesaste;v;confesar
73734;confieses;v;confesar
73735;penetrándola;v;penetrar
73736;penetrará;v;penetrar
73737;penetrarán;v;penetrar
73738;penetrarás;v;penetrar
73739;penetraría;v;penetrar
73740;penetrarlo;v;penetrar
73741;penetrarme;v;penetrar
73742;penetrasen;v;penetrar
73743;luciéndolos;v;lucir
73744;luciéndose;v;lucir
73745;luciría;v;lucir
73746;lucirlo;v;lucir
73747;lucirme;v;lucir
73748;lucís;v;lucir
73749;luzco;v;lucir
73750;oración;n;oración
73751;encantarme;v;encantar
73752;encante;v;encantar
73753;inauguraremos;v;inaugurar
73754;inauguré;v;inaugurar
73755;paseaba;v;pasear
73756;paseados;v;pasear
73757;pasearlo;v;pasear
73758;paseás;v;pasear
73759;paseen;v;pasear
73760;emprenderlo;v;emprender
73761;proclamarla;v;proclamar
73762;proclamé;v;proclamar
73763;ascendemos;v;ascender
73764;ascenderán;v;ascender
73765;ascendía;v;ascender
73766;ascendida;v;ascender
73767;ascendiese;v;ascender
73768;ascienda;v;ascender
73769;habitándolo;v;habitar
73770;habitarla;v;habitar
73771;negociara;v;negociar
73772;negociaran;v;negociar
73773;negociaremos;v;negociar
73774;negociarían;v;negociar
73775;negociarlas;v;negociar
73776;negociarlos;v;negociar
73777;rendiré;v;rendir
73778;rendiremos;v;rendir
73779;rendirla;v;rendir
73780;rendirles;v;rendir
73781;rendís;v;rendir
73782;rindiéndose;v;rendir
73783;izquierdas;j;izquierdo
73784;alcance;n;alcance
73785;respiráramos;v;respirar
73786;respirarlo;v;respirar
73787;respirarse;v;respirar
73788;acumulamos;v;acumular
73789;acumularía;v;acumular
73790;acumularían;v;acumular
73791;asomabas;v;asomar
73792;asomará;v;asomar
73793;asomaría;v;asomar
73794;asomarte;v;asomar
73795;distribuirían;v;distribuir
73796;distribuyeran;v;distribuir
73797;desplazara;v;desplazar
73798;desplazaran;v;desplazar
73799;desplazo;v;desplazar
73800;conversará;v;conversar
73801;conversaremos;v;conversar
73802;conversaría;v;conversar
73803;conversarle;v;conversar
73804;conversarlos;v;conversar
73805;limpiábamos;v;limpiar
73806;limpiados;v;limpiar
73807;limpiándola;v;limpiar
73808;limpiándome;v;limpiar
73809;limpiará;v;limpiar
73810;limpiaran;v;limpiar
73811;limpiarles;v;limpiar
73812;limpiarte;v;limpiar
73813;limpies;v;limpiar
73814;accedamos;v;acceder
73815;accederán;v;acceder
73816;accederemos;v;acceder
73817;accederían;v;acceder
73818;accedía;v;acceder
73819;campeón;n;campeón
73820;juzgasen;v;juzgar
73821;apretaremos;v;apretar
73822;apretarlo;v;apretar
73823;apretás;v;apretar
73824;fumaba;v;fumar
73825;fumabas;v;fumar
73826;fumarlo;v;fumar
73827;fumarlos;v;fumar
73828;fumes;v;fumar
73829;disparándole;v;disparar
73830;dispararía;v;disparar
73831;dispararles;v;disparar
73832;disparasen;v;disparar
73833;ceremonia;n;ceremonia
73834;criticarán;v;criticar
73835;critiques;v;criticar
73836;circulara;v;circular
73837;justificábamos;v;justificar
73838;justificamos;v;justificar
73839;justificará;v;justificar
73840;justificarte;v;justificar
73841;justifiqué;v;justificar
73842;combate;n;combate
73843;combate;n;combate
73844;consulta;n;consulta
73845;clave;n;clave
73846;combatamos;v;combatir
73847;combatieran;v;combatir
73848;combatiremos;v;combatir
73849;combatiría;v;combatir
73850;combato;v;combatir
73851;asesinaba;v;asesinar
73852;precisará;v;precisar
73853;precisaran;v;precisar
73854;precisás;v;precisar
73855;alterarían;v;alterar
73856;alterarlos;v;alterar
73857;alterarme;v;alterar
73858;alterarte;v;alterar
73859;alterase;v;alterar
73860;alteres;v;alterar
73861;invertimos;v;invertir
73862;invertís;v;invertir
73863;inviertes;v;invertir
73864;consultará;v;consultar
73865;consultarás;v;consultar
73866;consultas;v;consultar
73867;animándolos;v;animar
73868;animándome;v;animar
73869;animarán;v;animar
73870;animarla;v;animar
73871;animarte;v;animar
73872;animase;v;animar
73873;animasen;v;animar
73874;clasificarían;v;clasificar
73875;clasificase;v;clasificar
73876;clasifiquen;v;clasificar
73877;dotaron;v;dotar
73878;escogerán;v;escoger
73879;escogerlo;v;escoger
73880;escogerse;v;escoger
73881;escoges;v;escoger
73882;escogiéndome;v;escoger
73883;angustia;n;angustia
73884;enamorarla;v;enamorar
73885;dolí;v;doler
73886;proyectaba;v;proyectar
73887;proyectarán;v;proyectar
73888;proyectarla;v;proyectar
73889;proyecten;v;proyectar
73890;acostaba;v;acostar
73891;acostábamos;v;acostar
73892;acostándote;v;acostar
73893;acostarla;v;acostar
73894;gastáramos;v;gastar
73895;gastaré;v;gastar
73896;gastarían;v;gastar
73897;colaboraba;v;colaborar
73898;colaboramos;v;colaborar
73899;colaborás;v;colaborar
73900;colaboraste;v;colaborar
73901;colabores;v;colaborar
73902;apagada;v;apagar
73903;apagados;v;apagar
73904;apagará;v;apagar
73905;apagarían;v;apagar
73906;apagarle;v;apagar
73907;apagarlos;v;apagar
73908;acariciarlas;v;acariciar
73909;acariciársela;v;acariciar
73910;acariciás;v;acariciar
73911;acariciase;v;acariciar
73912;acaricies;v;acariciar
73913;evolucionaría;v;evolucionar
73914;evolucionarían;v;evolucionar
73915;juraba;v;jurar
73916;juraban;v;jurar
73917;jurara;v;jurar
73918;juraste;v;jurar
73919;juremos;v;jurar
73920;jures;v;jurar
73921;dictaba;v;dictar
73922;dictas;v;dictar
73923;dictaste;v;dictar
73924;espectador;n;espectador
73925;recurrieran;v;recurrir
73926;recurrimos;v;recurrir
73927;recurriré;v;recurrir
73928;recurriremos;v;recurrir
73929;adaptara;v;adaptar
73930;adaptas;v;adaptar
73931;conciban;v;concebir
73932;funcionamientos;n;funcionamiento
73933;repartes;v;repartir
73934;repartíamos;v;repartir
73935;repartiré;v;repartir
73936;infancia;n;infancia
73937;estallase;v;estallar
73938;padecería;v;padecer
73939;padeces;v;padecer
73940;padecía;v;padecer
73941;padeciera;v;padecer
73942;padecieran;v;padecer
73943;agradecérmelo;v;agradecer
73944;agradecernos;v;agradecer
73945;agradeciéndome;v;agradecer
73946;agradecimos;v;agradecer
73947;consumiéndola;v;consumir
73948;consumiría;v;consumir
73949;consumirla;v;consumir
73950;consumirlas;v;consumir
73951;consumirlos;v;consumir
73952;admirabas;v;admirar
73953;admiraran;v;admirar
73954;admirarle;v;admirar
73955;admirarme;v;admirar
73956;brindarme;v;brindar
73957;brindarse;v;brindar
73958;brindas;v;brindar
73959;brindaste;v;brindar
73960;transcurriera;v;transcurrir
73961;transcurrirán;v;transcurrir
73962;cinta;n;cinta
73963;aguantándose;v;aguantar
73964;aguantara;v;aguantar
73965;aguantarán;v;aguantar
73966;aguantarte;v;aguantar
73967;presidan;v;presidir
73968;presidiera;v;presidir
73969;presidirán;v;presidir
73970;comprometemos;v;comprometer
73971;comprometerá;v;comprometer
73972;comprometes;v;comprometer
73973;agotarlo;v;agotar
73974;agotarlos;v;agotar
73975;depositaran;v;depositar
73976;depositarán;v;depositar
73977;depositas;v;depositar
73978;estimulara;v;estimular
73979;estimulé;v;estimular
73980;ligábamos;v;ligar
73981;liguen;v;ligar
73982;difundieran;v;difundir
73983;difundirlos;v;difundir
73984;desconocerá;v;desconocer
73985;desconociéndolo;v;desconocer
73986;desconozcan;v;desconocer
73987;recomendaran;v;recomendar
73988;recomendarles;v;recomendar
73989;recomendarlo;v;recomendar
73990;recomendarme;v;recomendar
73991;recomiendas;v;recomendar
73992;charle;v;charlar
73993;olemos;v;oler
73994;olerán;v;oler
73995;olerlas;v;oler
73996;olerte;v;oler
73997;olía;v;oler
73998;olíamos;v;oler
73999;oliese;v;oler
74000;titulamos;n;titular
74001;titulando;n;titular
74002;explotación;n;explotación
74003;provendrá;v;provenir
74004;provendrán;v;provenir
74005;provendrían;v;provenir
74006;provenido;v;PROVENIr
74007;proviniera;v;provenir
74008;provinieran;v;provenir
74009;aspiraba;v;aspirar
74010;aspiraba;v;aspirar
74011;aspirábamos;v;aspirar
74012;aspirase;v;aspirar
74013;exceso;n;exceso
74014;armados;v;armar
74015;armarlas;v;armar
74016;armarme;v;armar
74017;armase;v;armar
74018;armes;v;armar
74019;reaccionarían;v;reaccionar
74020;reaccionemos;v;reaccionar
74021;enterrábamos;v;enterrar
74022;enterrarme;v;enterrar
74023;enterraste;v;enterrar
74024;enterremos;v;enterrar
74025;sacuda;v;sacudir
74026;sacudías;v;sacudir
74027;sacudiéndome;v;sacudir
74028;sacudiese;v;sacudir
74029;sacudiría;v;sacudir
74030;sacudirlo;v;sacudir
74031;peleaba;v;pelear
74032;peleábamos;v;pelear
74033;pelearía;v;pelear
74034;pelearle;v;pelear
74035;peleemos;v;pelear
74036;reemplacemos;v;reemplazar
74037;agitarla;v;agitar
74038;agitarlas;v;agitar
74039;agitarlos;v;agitar
74040;agitarme;v;agitar
74041;agitas;v;agitar
74042;agiten;v;agitar
74043;agito;v;agitar
74044;quejábamos;v;quejar
74045;quejarás;v;quejar
74046;absorberían;v;absorber
74047;absorbía;v;absorber
74048;absorbieran;v;absorber
74049;subrayara;v;subrayar
74050;subrayaría;v;subrayar
74051;subraye;v;subrayar
74052;temblabas;v;temblar
74053;tiemble;v;temblar
74054;tiemblen;v;temblar
74055;explotará;v;explotar
74056;constara;v;constar
74057;constaría;v;constar
74058;consten;v;constar
74059;dibujaba;v;dibujar
74060;dibujándose;v;dibujar
74061;dibujara;v;dibujar
74062;dibujaría;v;dibujar
74063;dibujarlo;v;dibujar
74064;dibujarte;v;dibujar
74065;dibujen;v;dibujar
74066;formularía;v;formular
74067;formulas;v;formular
74068;castellanas;n;castellano
74069;anotaran;v;anotar
74070;anoten;v;anotar
74071;calentándolas;v;calentar
74072;calentándome;v;calentar
74073;calentaras;v;calentar
74074;calentarían;v;calentar
74075;calentarla;v;calentar
74076;calentarme;v;calentar
74077;violará;v;violar
74078;violaran;v;violar
74079;violarse;v;violar
74080;violé;v;violar
74081;cesarán;v;cesar
74082;cesarían;v;cesar
74083;primavera;n;primavera
74084;brillaran;v;brillar
74085;renacimientos;n;renacimiento
74086;desprenderle;v;desprender
74087;desprenderte;v;desprender
74088;desprendí;v;desprender
74089;desprendiéndola;v;desprender
74090;secamos;v;secar
74091;secándonos;v;secar
74092;secaría;v;secar
74093;secarlos;v;secar
74094;satélite;n;satélite
74095;castigamos;v;castigar
74096;castigándose;v;castigar
74097;castigaras;v;castigar
74098;castigarte;v;castigar
74099;castigaste;v;castigar
74100;castigues;v;castigar
74101;renovara;v;renovar
74102;renovará;v;renovar
74103;renovarlo;v;renovar
74104;renovarme;v;renovar
74105;renovarnos;v;renovar
74106;renueven;v;renovar
74107;seda;n;seda
74108;exhibimos;v;exhibir
74109;exhibirían;v;exhibir
74110;desastre;n;desastre
74111;sucesoras;n;sucesor
74112;seleccionaban;v;seleccionar
74113;seleccionaría;v;seleccionar
74114;complicándose;v;complicar
74115;complicarían;v;complicar
74116;complicarte;v;complicar
74117;complicas;v;complicar
74118;compliqué;v;complicar
74119;compliquemos;v;complicar
74120;compliquen;v;complicar
74121;juntaba;v;juntar
74122;juntáramos;v;juntar
74123;juntarlas;v;juntar
74124;abordara;v;abordar
74125;abordaran;v;abordar
74126;imprimiera;v;imprimir
74127;contratará;v;contratar
74128;contrataran;v;contratar
74129;integración;n;integración
74130;integraciones;n;integración
74131;sacrificio;n;sacrificio
74132;fallara;v;fallar
74133;fallarán;v;fallar
74134;residíamos;v;residir
74135;generalicen;v;generalizar
74136;asociara;v;asociar
74137;asocias;v;asociar
74138;divertías;v;divertir
74139;divertirá;v;divertir
74140;divertirías;v;divertir
74141;diviertas;v;divertir
74142;examen;n;examen
74143;atraparlas;v;atrapar
74144;atraparnos;v;atrapar
74145;atrapase;v;atrapar
74146;murmurarás;v;murmurar
74147;borrarán;v;borrar
74148;borrarían;v;borrar
74149;borrarla;v;borrar
74150;borrarle;v;borrar
74151;borrarlos;v;borrar
74152;borréis;v;borrar
74153;trato;n;trato
74154;sargento;n;sargento
74155;disputábamos;v;disputar
74156;capturara;v;capturar
74157;capturaran;v;capturar
74158;capturarla;v;capturar
74159;capturaste;v;capturar
74160;consolidarán;v;consolidar
74161;consolidaría;v;consolidar
74162;consolidase;v;consolidar
74163;rezáis;v;rezar
74164;asignarán;v;asignar
74165;sabor;n;sabor
74166;engañarla;v;engañar
74167;engañarles;v;engañar
74168;engañás;v;engañar
74169;adivinándola;v;adivinar
74170;adivinarán;v;adivinar
74171;adivinarla;v;adivinar
74172;adivinarte;v;adivinar
74173;adivinen;v;adivinar
74174;beneficias;v;beneficiar
74175;valoraremos;v;valorar
74176;valoré;v;valorar
74177;valoren;v;valorar
74178;orientase;v;orientar
74179;oriento;v;orientar
74180;repertorio;n;repertorio
74181;calendario;n;calendario
74182;culminados;v;culminar
74183;examinándome;v;examinar
74184;examinándose;v;examinar
74185;examinarlas;v;examinar
74186;examinarte;v;examinar
74187;examinas;v;examinar
74188;prenderán;v;prender
74189;prenderlas;v;prender
74190;prenderlos;v;prender
74191;prenderme;v;prender
74192;prendiéndola;v;prender
74193;lamentado;v;lamentar
74194;lamentaremos;v;lamentar
74195;lamentaríamos;v;lamentar
74196;compitieran;v;competir
74197;obedecía;v;obedecer
74198;obedeciéndolo;v;obedecer
74199;asustándose;v;asustar
74200;asustarlas;v;asustar
74201;asustarlo;v;asustar
74202;asustás;v;asustar
74203;motiven;v;motivar
74204;privilegio;n;privilegio
74205;financiamos;v;financiar
74206;financiáramos;v;financiar
74207;financien;v;financiar
74208;disolverían;v;disolver
74209;disolví;v;disolver
74210;disolvieran;v;disolver
74211;disuelvo;v;disolver
74212;pisaba;v;pisar
74213;pisábamos;v;pisar
74214;pisabas;v;pisar
74215;pisándome;v;pisar
74216;pisándonos;v;pisar
74217;pisaran;v;pisar
74218;pisarme;v;pisar
74219;síntesis;n;síntesis
74220;doblada;v;doblar
74221;doblaría;v;doblar
74222;doblarían;v;doblar
74223;doblarlo;v;doblar
74224;doblarlos;v;doblar
74225;descartara;v;descartar
74226;descartas;v;descartar
74227;descarté;v;descartar
74228;solucionara;v;solucionar
74229;solucionarían;v;solucionar
74230;captara;v;captar
74231;protestábamos;v;protestar
74232;protestará;v;protestar
74233;protestarán;v;protestar
74234;corregimos;v;corregir
74235;corregiría;v;corregir
74236;fortalecí;v;fortalecer
74237;prosa;n;prosa
74238;abstraída;v;abstraer
74239;jurado;n;jurado
74240;clavándoles;v;clavar
74241;clavará;v;clavar
74242;clavarían;v;clavar
74243;clavarlos;v;clavar
74244;clavársela;v;clavar
74245;imitaba;v;imitar
74246;imitándola;v;imitar
74247;imitándose;v;imitar
74248;imitarían;v;imitar
74249;imitarlos;v;imitar
74250;imito;v;imitar
74251;fracasaré;v;fracasar
74252;bañaran;v;bañar
74253;bañaremos;v;bañar
74254;bañarla;v;bañar
74255;bañarlas;v;bañar
74256;flotaba;v;flotar
74257;diferenciarán;v;diferenciar
74258;multiplicaría;v;multiplicar
74259;multiplicas;v;multiplicar
74260;usuario;n;usuario
74261;emergencia;n;emergencia
74262;prosigues;v;proseguir
74263;fluirán;v;fluir
74264;agrupe;v;agrupar
74265;administramos;v;administrar
74266;administrara;v;administrar
74267;administrase;v;administrar
74268;administren;v;administrar
74269;acomodara;v;acomodar
74270;acomodará;v;acomodar
74271;acomodarla;v;acomodar
74272;acomodarnos;v;acomodar
74273;acomodás;v;acomodar
74274;acomoden;v;acomodar
74275;clásico;n;clásico
74276;criaremos;v;criar
74277;asentaste;v;asentar
74278;asenté;v;asentar
74279;sobrara;v;sobrar
74280;sobraría;v;sobrar
74281;sobrarle;v;sobrar
74282;ultimaban;v;ultimar
